molecule_chembl_id,canonical_smiles,standard_value,pchembl_value,bioactivity_class
CHEMBL191775,CC[C@@H](C)[C@H](N)C(=O)N1CCSC1,460.0,6.34,Ara Bileşik
CHEMBL192983,C[C@@H](c1ccccc1)[C@H](N)C(=O)N1CCSC1,968.0,6.01,Aktif Değil
CHEMBL362973,C[C@@H](c1ccccc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1400.0,5.85,Aktif Değil
CHEMBL362976,C[C@@H](c1ccccc1F)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1100.0,5.96,Aktif Değil
CHEMBL370734,C[C@@H](c1ccc(Cl)cc1F)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,480.0,6.32,Ara Bileşik
CHEMBL195862,C[C@@H](c1ccc(F)cc1Cl)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,4200.0,5.38,Aktif Değil
CHEMBL191652,C[C@@H](c1ccc(F)cc1C(F)(F)F)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,54000.0,4.27,Aktif Değil
CHEMBL191823,C[C@@H](c1cccc(F)c1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,3700.0,5.43,Aktif Değil
CHEMBL192781,C[C@@H](c1cccc(Cl)c1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1100.0,5.96,Aktif Değil
CHEMBL195270,C[C@@H](c1cc(F)cc(F)c1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,3700.0,5.43,Aktif Değil
CHEMBL366173,C[C@@H](c1ccc(F)c(F)c1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1100.0,5.96,Aktif Değil
CHEMBL364093,C[C@@H](c1ccc(F)c(Cl)c1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,2800.0,5.55,Aktif Değil
CHEMBL365575,C[C@@H](c1ccc(F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,280.0,6.55,Ara Bileşik
CHEMBL191354,C[C@@H](c1ccc(Br)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,250.0,6.6,Ara Bileşik
CHEMBL190454,C[C@@H](c1ccc(Cl)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,170.0,6.77,Ara Bileşik
CHEMBL192365,CSc1ccc([C@H](C)[C@H](N)C(=O)N2CC[C@H](F)C2)cc1.O=C(O)C(F)(F)F,360.0,6.44,Ara Bileşik
CHEMBL194489,C[C@@H](c1ccc(C(F)(F)F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,600.0,6.22,Aktif Değil
CHEMBL370079,C[C@@H](c1ccc(S(C)(=O)=O)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,3600.0,5.44,Aktif Değil
CHEMBL369888,COc1ccc([C@H](C)[C@H](N)C(=O)N2CC[C@H](F)C2)cc1.O=C(O)C(F)(F)F,770.0,6.11,Aktif Değil
CHEMBL191933,C[C@@H](c1ccc(-c2ccccc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,120.0,6.92,Ara Bileşik
CHEMBL365996,C[C@@H](c1ccc(-c2ccccc2)c(F)c1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,2000.0,5.7,Aktif Değil
CHEMBL362930,C[C@@H](c1ccc(N2CCCCC2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,7900.0,5.1,Aktif Değil
CHEMBL552788,C[C@@H](c1ccc(C(=O)[n+]2ccc[nH]2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C([O-])C(F)(F)F,1700.0,5.77,Aktif Değil
CHEMBL192396,C[C@@H](c1ccc(-c2nccs2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1500.0,5.82,Aktif Değil
CHEMBL191858,C[C@@H](c1ccc(-c2ccccn2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,240.0,6.62,Ara Bileşik
CHEMBL195205,C[C@@H](c1ccc(-c2cccnc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,110.0,6.96,Ara Bileşik
CHEMBL371846,C[C@@H](c1ccc(-c2ccncc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,110.0,6.96,Ara Bileşik
CHEMBL192449,C[C@@H](c1ccc(-c2cncnc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,580.0,6.24,Aktif Değil
CHEMBL370240,C[C@@H](c1ccc(-c2ccccc2F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,100.0,7.0,Ara Bileşik
CHEMBL191769,C[C@@H](c1ccc(-c2ccccc2Cl)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,86.0,7.07,Ara Bileşik
CHEMBL365953,COc1ccccc1-c1ccc([C@H](C)[C@H](N)C(=O)N2CC[C@H](F)C2)cc1.O=C(O)C(F)(F)F,110.0,6.96,Ara Bileşik
CHEMBL425375,C[C@@H](c1ccc(-c2ccccc2C(F)(F)F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,130.0,6.89,Ara Bileşik
CHEMBL372472,Cc1ccccc1-c1ccc([C@H](C)[C@H](N)C(=O)N2CC[C@H](F)C2)cc1.O=C(O)C(F)(F)F,150.0,6.82,Ara Bileşik
CHEMBL192425,CCOC(=O)c1cccc(-c2ccc([C@H](C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)c1.O=C(O)C(F)(F)F,75.0,7.12,Ara Bileşik
CHEMBL263326,C[C@@H](c1ccc(-c2cccc(NS(C)(=O)=O)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,150.0,6.82,Ara Bileşik
CHEMBL195755,C[C@@H](c1ccc(-c2cccc(C(=O)O)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,56.0,7.25,Ara Bileşik
CHEMBL365780,C[C@@H](c1ccc(-c2cccc(S(C)(=O)=O)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,110.0,6.96,Ara Bileşik
CHEMBL366031,C[C@@H](c1ccc(-c2cccc(S(N)(=O)=O)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,140.0,6.85,Ara Bileşik
CHEMBL192117,C[C@@H](c1ccc(-c2cccc(NS(=O)(=O)C(F)(F)F)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,27.0,7.57,Aktif
CHEMBL192421,C[C@@H](c1ccc(-c2cccc(C(N)=O)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,100.0,7.0,Ara Bileşik
CHEMBL192980,C[C@@H](c1ccc(-c2ccc(C(F)(F)F)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,510.0,6.29,Aktif Değil
CHEMBL195420,N#Cc1ccc(N[C@@H]2CN[C@H](C(=O)N3CCC[C@H]3C#N)C2)nc1,0.25,9.6,Aktif
CHEMBL192165,N#Cc1ccc(N[C@H]2CN[C@H](C(=O)N3CCC[C@H]3C#N)C2)nc1,6.6,8.18,Aktif
CHEMBL381626,N#C[C@@H]1CCCN1C(=O)[C@@H]1CCCN1,2.9,8.54,Aktif
CHEMBL191699,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@H](N)CN1,9.7,8.01,Aktif
CHEMBL192882,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@H](NC2CCCCC2)CN1,3.0,8.52,Aktif
CHEMBL195335,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@H](Nc2ccccc2)CN1,0.53,9.28,Aktif
CHEMBL195804,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@H](NCc2ccccc2)CN1,4.6,8.34,Aktif
CHEMBL194993,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@H](NCCc2ccccc2)CN1,1.9,8.72,Aktif
CHEMBL539939,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@H](NC(=O)c2ccccc2)CN1,5.5,8.26,Aktif
CHEMBL371585,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@H](NC(=O)Nc2ccccc2)CN1,1.5,8.82,Aktif
CHEMBL195905,C[C@@H](c1ccc(-c2cccc(-c3n[nH]c(O)n3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,95.0,7.02,Ara Bileşik
CHEMBL364057,C[C@@H](c1ccc(-c2cccc(-c3c[nH]c(O)n3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,110.0,6.96,Ara Bileşik
CHEMBL190979,C[C@@H](c1ccc(-c2cccc(-c3nc[nH]n3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,98.0,7.01,Ara Bileşik
CHEMBL370033,C[C@@H](c1ccc(-c2cccc(-c3noc(C4CC4)n3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,140.0,6.85,Ara Bileşik
CHEMBL195378,C[C@@H](c1ccc(-c2cccc(-c3nn[nH]n3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,6.0,8.22,Aktif
CHEMBL370072,C[C@@H](c1ccc(-c2cccc(-c3noc(O)n3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,3.0,8.52,Aktif
CHEMBL195443,COc1ccc(-c2ccc([C@H](C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)cc1.O=C(O)C(F)(F)F,130.0,6.89,Ara Bileşik
CHEMBL191514,Cc1ccc(-c2ccc([C@H](C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)cc1.O=C(O)C(F)(F)F,390.0,6.41,Ara Bileşik
CHEMBL193887,C[C@@H](c1ccc(-c2ccc(NS(C)(=O)=O)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,710.0,6.15,Aktif Değil
CHEMBL363175,CCOC(=O)c1ccc(-c2ccc([C@H](C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)cc1.O=C(O)C(F)(F)F,440.0,6.36,Ara Bileşik
CHEMBL191906,C[C@@H](c1ccc(-c2ccc(C(=O)O)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,370.0,6.43,Ara Bileşik
CHEMBL194437,C[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,420.0,6.38,Ara Bileşik
CHEMBL191812,C[C@@H](c1ccc(-c2cc(F)cc(F)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,240.0,6.62,Ara Bileşik
CHEMBL278729,C[C@@H](c1ccc(-c2cc(F)ccc2F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,150.0,6.82,Ara Bileşik
CHEMBL195173,C[C@@H](c1ccc(-c2ccc(F)c(F)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,60.0,7.22,Ara Bileşik
CHEMBL363584,C[C@@H](c1ccc(-c2ccc(F)cc2F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,37.0,7.43,Aktif
CHEMBL195739,C[C@@H](c1ccc(-c2cccc(-n3cnnn3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,140.0,6.85,Ara Bileşik
CHEMBL195667,C[C@@H](c1ccc(-c2cccc(-c3nnco3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,69.0,7.16,Ara Bileşik
CHEMBL426469,Cc1[nH]nc2c1CN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)CC2,250.0,6.6,Ara Bileşik
CHEMBL197413,N[C@@H](CC(=O)N1CCc2n[nH]c(C(F)(F)F)c2C1)Cc1cc(F)ccc1F,110.0,6.96,Ara Bileşik
CHEMBL195721,Cn1nc(C(F)(F)F)c2c1CCN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)C2,130.0,6.89,Ara Bileşik
CHEMBL191805,Cn1nc2c(c1C(F)(F)F)CN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)CC2,150.0,6.82,Ara Bileşik
CHEMBL196010,N[C@@H](CC(=O)N1CCc2c(c(C(F)(F)F)nn2CC(F)(F)F)C1)Cc1cc(F)ccc1F,180.0,6.75,Ara Bileşik
CHEMBL194979,N[C@@H](CC(=O)N1CCc2nn(CC(F)(F)F)c(C(F)(F)F)c2C1)Cc1cc(F)ccc1F,150.0,6.82,Ara Bileşik
CHEMBL193885,Cc1nn(-c2ccc(F)cc2)c2c1CN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)CC2,350.0,6.46,Ara Bileşik
CHEMBL196114,Cc1c2c(nn1-c1ccc(F)cc1)CCN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)C2,160.0,6.8,Ara Bileşik
CHEMBL370269,N[C@@H](CC(=O)N1CCc2n[nH]c(C(F)(F)C(F)(F)F)c2C1)Cc1cc(F)ccc1F,160.0,6.8,Ara Bileşik
CHEMBL369894,Cn1nc(C(F)(F)C(F)(F)F)c2c1CCN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)C2,220.0,6.66,Ara Bileşik
CHEMBL366166,Cn1nc2c(c1C(F)(F)C(F)(F)F)CN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)CC2,300.0,6.52,Ara Bileşik
CHEMBL373268,N[C@@H](CC(=O)N1CCc2n[nH]c(-c3ccc(F)cc3)c2C1)Cc1cc(F)ccc1F,270.0,6.57,Ara Bileşik
CHEMBL193802,Cn1nc(-c2ccc(F)cc2)c2c1CCN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)C2,780.0,6.11,Aktif Değil
CHEMBL197301,Cn1nc2c(c1-c1ccc(F)cc1)CN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)CC2,150.0,6.82,Ara Bileşik
CHEMBL363606,N[C@@H](CC(=O)N1CCc2noc(C(F)(F)F)c2C1)Cc1cc(F)ccc1F,130.0,6.89,Ara Bileşik
CHEMBL197300,N[C@@H](CC(=O)N1CCc2c(n[nH]c2C(F)(F)F)C1)Cc1cc(F)ccc1F,39.0,7.41,Aktif
CHEMBL196938,Cn1nc(C(F)(F)F)c2c1CN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)CC2,72.0,7.14,Ara Bileşik
CHEMBL371521,Cn1nc2c(c1C(F)(F)F)CCN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)C2,130.0,6.89,Ara Bileşik
CHEMBL425905,N[C@@H](CC(=O)N1CCc2c(C3CC3)n[nH]c2C1)Cc1cc(F)ccc1F,160.0,6.8,Ara Bileşik
CHEMBL195984,N[C@@H](CC(=O)N1CCc2c(noc2C(F)(F)F)C1)Cc1cc(F)ccc1F,85.0,7.07,Ara Bileşik
CHEMBL364461,N[C@@H](CC(=O)N1CCCc2n[nH]c(C(F)(F)F)c21)Cc1cc(F)ccc1F,590.0,6.23,Aktif Değil
CHEMBL196333,Cc1nc2c(s1)CN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)CC2,480.0,6.32,Ara Bileşik
CHEMBL426649,N[C@@H](CC(=O)N1CCc2nc(C(F)(F)F)sc2C1)Cc1cc(F)ccc1F,310.0,6.51,Ara Bileşik
CHEMBL195547,N[C@@H](CC(=O)N1CCc2nc(-c3ccc(F)cc3)sc2C1)Cc1cc(F)ccc1F,360.0,6.44,Ara Bileşik
CHEMBL197352,N[C@@H](CC(=O)N1CCc2nc(-c3ccc(C(F)(F)F)cc3)sc2C1)Cc1cc(F)ccc1F,260.0,6.58,Ara Bileşik
CHEMBL425200,CSc1ccc(-c2nc3c(s2)CN(C(=O)C[C@H](N)Cc2cc(F)ccc2F)CC3)cc1,380.0,6.42,Ara Bileşik
CHEMBL372078,CS(=O)(=O)c1ccc(-c2nc3c(s2)CN(C(=O)C[C@H](N)Cc2cc(F)ccc2F)CC3)cc1,130.0,6.89,Ara Bileşik
CHEMBL425380,N[C@@H](CC(=O)N1CCc2nc(C3CC3)oc2C1)Cc1cc(F)ccc1F,290.0,6.54,Ara Bileşik
CHEMBL363375,N[C@@H](CC(=O)N1CCc2sc(C(F)(F)F)nc2C1)Cc1cc(F)ccc1F,95000.0,4.02,Aktif Değil
CHEMBL195030,N[C@@H](CC(=O)N1CCc2sc(-c3ccc(F)cc3)nc2C1)Cc1cc(F)ccc1F,26.0,7.58,Aktif
CHEMBL381665,N[C@@H](CC(=O)N1CCc2sc(-c3ccc(C(F)(F)F)cc3)nc2C1)Cc1cc(F)ccc1F,13.0,7.89,Aktif
CHEMBL196881,CS(=O)(=O)c1ccc(-c2nc3c(s2)CCN(C(=O)C[C@H](N)Cc2cc(F)ccc2F)C3)cc1,1.4,8.85,Aktif
CHEMBL197082,N[C@@H](CC(=O)N1CCc2oc(C3CC3)nc2C1)Cc1cc(F)ccc1F,180.0,6.75,Ara Bileşik
CHEMBL381200,O=C(CNC1CC1)N1CCC[C@H]1B(O)O,130.0,6.89,Ara Bileşik
CHEMBL382980,O=C(CNC1CCC1)N1CCC[C@H]1B(O)O,75.0,7.12,Ara Bileşik
CHEMBL371429,O=C(CNC1CCCC1)N1CCC[C@H]1B(O)O,25.0,7.6,Aktif
CHEMBL371130,O=C(CNC1CCCCC1)N1CCC[C@H]1B(O)O,27.0,7.57,Aktif
CHEMBL382974,O=C(CNC1CCCCCCC1)N1CCC[C@H]1B(O)O,27.0,7.57,Aktif
CHEMBL196267,O=C(CNC1CCCCCCCCC1)N1CCC[C@H]1B(O)O,58.0,7.24,Ara Bileşik
CHEMBL373269,O=C(CNC12CC3CC(CC(C3)C1)C2)N1CCC[C@@H]1B(O)O,8.0,8.1,Aktif
CHEMBL372180,CCCCCC12CCC(NCC(=O)N3CCC[C@H]3B(O)O)(CC1)CC2,61.0,7.21,Ara Bileşik
CHEMBL434184,CC(C)[C@@H](NC1CCCCC1)C(=O)N1CCC[C@H]1B(O)O,16000.0,4.8,Aktif Değil
CHEMBL305170,CC(C)[C@@H](N)C(=O)N1CCC[C@H]1B(O)O,0.3,9.52,Aktif
CHEMBL196120,C[C@@H](N)C(=O)N1CCC[C@H]1B(O)O,0.8,9.1,Aktif
CHEMBL427012,O=C(CNC1C2CC3CC(C2)CC1C3)N1CCC[C@@H]1B(O)O,12.0,7.92,Aktif
CHEMBL381444,CC12CC3(C)CC(C)(C1)CC(NCC(=O)N1CCC[C@@H]1B(O)O)(C2)C3,560.0,6.25,Aktif Değil
CHEMBL196188,CN(CC(=O)N1CCC[C@@H]1B(O)O)C1C2CC3CC(C2)CC1C3,1600.0,5.8,Aktif Değil
CHEMBL196933,O=C(CNC1CCCCCC1)N1CCC[C@H]1B(O)O,7.8,8.11,Aktif
CHEMBL195271,CCCC[C@@H](NC(=O)[C@@H](N)CC)B(O)O,32000.0,4.5,Aktif Değil
CHEMBL196180,CCCC[C@@H](NC(=O)[C@@H](N)CCC)B(O)O,810.0,6.09,Aktif Değil
CHEMBL194249,CCCC[C@@H](NC(=O)[C@@H](N)CCCC)B(O)O,370.0,6.43,Ara Bileşik
CHEMBL194250,CCCC[C@@H](NC(=O)[C@@H](N)C(C)C)B(O)O,17000.0,4.77,Aktif Değil
CHEMBL196461,CCCC[C@@H](NC(=O)[C@@H](N)CN)B(O)O,2000.0,5.7,Aktif Değil
CHEMBL373319,CCCC[C@@H](NC(=O)[C@@H](N)CCCN)B(O)O,1200.0,5.92,Aktif Değil
CHEMBL194852,CCCC[C@H](N)C(=O)N1CCC[C@@H]1B(O)O,4.5,8.35,Aktif
CHEMBL194428,NCC[C@H](N)C(=O)N1CCC[C@@H]1B(O)O,15.0,7.82,Aktif
CHEMBL195189,CC(C)[C@H](N)C(=O)N1CCC[C@@H]1B(O)O,0.3,9.52,Aktif
CHEMBL365322,CC(C)[C@H](N)C(=O)N[C@@H](C)B(O)O,0.89,9.05,Aktif
CHEMBL362922,O=C(CNC1CC2CCCC1C2)N1CCC[C@H]1C(O)O,25.0,7.6,Aktif
CHEMBL202711,CC(C)(CC(=O)NC(C)(C)c1ccccc1)NCC(=O)N1CCC[C@H]1C#N,1108.0,5.96,Aktif Değil
CHEMBL201644,CC(C)(CC(=O)N1Cc2ccccc2C1)NCC(=O)N1CCC[C@H]1C#N,15.0,7.82,Aktif
CHEMBL425756,CC(C)(CC(=O)N1CCc2cc(F)cc(F)c2C1)NCC(=O)N1CCC[C@H]1C#N,22.0,7.66,Aktif
CHEMBL380902,CC(C)(CC(=O)N1CCc2cc(F)ccc2C1)NCC(=O)N1CCC[C@H]1C#N,30.0,7.52,Aktif
CHEMBL201424,CC(C)(CC(=O)N1CCc2ccccc2C1)NCC(=O)N1CCC[C@H]1C#N,49.0,7.31,Aktif
CHEMBL201398,CC(C)[C@@H](CC(=O)N1CCc2ccccc2C1)NCC(=O)N1CCC[C@H]1C#N,811.0,6.09,Aktif Değil
CHEMBL425585,C[C@@H](CC(=O)N1CCc2ccccc2C1)NCC(=O)N1CCC[C@H]1C#N,54.0,7.27,Ara Bileşik
CHEMBL371057,N#C[C@@H]1CCCN1C(=O)CNCCCC(=O)N1CCc2ccccc2C1,428.0,6.37,Ara Bileşik
CHEMBL371480,N#C[C@@H]1CCCN1C(=O)CNCCC(=O)Nc1ccccc1,298.0,6.53,Ara Bileşik
CHEMBL201544,N#C[C@@H]1CCCN1C(=O)CNCCC(=O)NCCc1ccccc1,564.0,6.25,Aktif Değil
CHEMBL201158,CC(C)(NC(=O)CCNCC(=O)N1CCC[C@H]1C#N)c1ccccc1,119.0,6.92,Ara Bileşik
CHEMBL372391,CC(C)C(NC(=O)CCNCC(=O)N1CCC[C@H]1C#N)c1ccccc1,784.0,6.11,Aktif Değil
CHEMBL382847,N#C[C@@H]1CCCN1C(=O)CNCCC(=O)NCc1cc(F)cc(F)c1,369.0,6.43,Ara Bileşik
CHEMBL201695,CCC(NC(=O)CCNCC(=O)N1CCC[C@H]1C#N)c1ccccc1,447.0,6.35,Ara Bileşik
CHEMBL203032,N#C[C@@H]1CCCN1C(=O)CNCCC(=O)NCc1ccc([N+](=O)[O-])cc1,317.0,6.5,Ara Bileşik
CHEMBL382907,N#C[C@@H]1CCCN1C(=O)CNCCC(=O)NCc1ccccc1,452.0,6.34,Ara Bileşik
CHEMBL383841,N#C[C@@H]1CCCN1C(=O)CNCCC(=O)N1CCN(c2nc3ccccc3s2)CC1,527.0,6.28,Aktif Değil
CHEMBL201753,CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)CCNCC(=O)N3CCC[C@H]3C#N)CC2)cc1,1418.0,5.85,Aktif Değil
CHEMBL372746,N#C[C@@H]1CCCN1C(=O)CNCCC(=O)N1CCN(C(=O)c2cc(F)cc(F)c2)CC1,676.0,6.17,Aktif Değil
CHEMBL381530,N#C[C@@H]1CCCN1C(=O)CNCCC(=O)N1Cc2ccccc2C1,132.0,6.88,Ara Bileşik
CHEMBL203084,N#C[C@@H]1CCCN1C(=O)CNCCC(=O)N1CCc2cc(F)ccc2C1,83.0,7.08,Ara Bileşik
CHEMBL424854,COc1cc2c(cc1OC)CN(C(=O)CCNCC(=O)N1CCC[C@H]1C#N)CC2,651.0,6.19,Aktif Değil
CHEMBL200103,N#C[C@@H]1CCCN1C(=O)CNCCC(=O)N1CCc2ccccc2C1,116.0,6.94,Ara Bileşik
CHEMBL371907,N#C[C@@H]1CCCN1C(=O)CNCC(=O)N1CCc2ccccc2C1,3236.0,5.49,Aktif Değil
CHEMBL381145,C[C@@H](c1ccc(-c2ccc(O)nc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,25.0,7.6,Aktif
CHEMBL202634,C[C@@H](c1ccc(-c2ccc(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CCC(F)CC1.O=C(O)C(F)(F)F,1100.0,5.96,Aktif Değil
CHEMBL378597,C[C@@H](c1ccc(-c2ccc(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CC(F)C1.O=C(O)C(F)(F)F,31.0,7.51,Aktif
CHEMBL377724,C[C@@H](c1ccc(-c2ccc(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CCSC1.O=C(O)C(F)(F)F,26.0,7.58,Aktif
CHEMBL203379,C[C@@H](c1ccc(-c2ccc(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CCCC1.O=C(O)C(F)(F)F,48.0,7.32,Aktif
CHEMBL206501,C[C@@H](c1ccc(-c2ccc(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CCC(F)(F)C1.O=C(O)C(F)(F)F,26.0,7.58,Aktif
CHEMBL438265,CCOC(=O)Nc1c(-c2ccc([C@H](C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)cn(C)c(=O)c1F.O=C(O)C(F)(F)F,120.0,6.92,Ara Bileşik
CHEMBL203267,C[C@@H](c1ccc(-c2cn(C)c(=O)c(Cl)c2F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,37.0,7.43,Aktif
CHEMBL380496,COc1cc(=O)n(C)cc1-c1ccc([C@H](C)[C@H](N)C(=O)N2CC[C@H](F)C2)cc1.O=C(O)C(F)(F)F,67.0,7.17,Ara Bileşik
CHEMBL203169,C[C@@H](c1ccc(-c2cn(C)c(=O)cc2CO)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,38.0,7.42,Aktif
CHEMBL425039,Cc1cc(=O)n(C)cc1-c1ccc([C@H](C)[C@H](N)C(=O)N2CC[C@H](F)C2)cc1.O=C(O)C(F)(F)F,52.0,7.28,Ara Bileşik
CHEMBL424687,C[C@@H](c1ccc(-c2cn(C)c(=O)cc2F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,61.0,7.21,Ara Bileşik
CHEMBL383651,C[C@@H](c1ccc(-c2cc(Br)c(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,69.0,7.16,Ara Bileşik
CHEMBL203736,C[C@@H](c1ccc(-c2cc(F)c(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,49.0,7.31,Aktif
CHEMBL203323,Cc1c(-c2ccc([C@H](C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)cc(Br)c(=O)n1C.O=C(O)C(F)(F)F,570.0,6.24,Aktif Değil
CHEMBL206252,Cc1c(-c2ccc([C@H](C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)ccc(=O)n1C.O=C(O)C(F)(F)F,320.0,6.5,Ara Bileşik
