molecule_chembl_id,canonical_smiles,standard_value,pchembl_value,bioactivity_class
CHEMBL37229,COc1ccccc1-c1nc(-c2ccccc2)nc(N)c1CN,1500.0,5.82,Aktif Değil
CHEMBL37536,NCc1c(N)nc(-c2ccccc2F)nc1-c1ccc(Cl)cc1Cl,47.0,7.33,Aktif
CHEMBL37654,NCc1c(N)nc(-c2cccc(C(F)(F)F)c2)nc1-c1ccc(Cl)cc1Cl,130.0,6.89,Ara Bileşik
CHEMBL148261,CCC(C)C(N)C(=O)N1CCC(F)C1,3500.0,5.46,Aktif Değil
CHEMBL34764,NCc1c(N)nc(-c2ccc(C(F)(F)F)cc2)nc1-c1ccc(Cl)cc1Cl,180.0,6.75,Ara Bileşik
CHEMBL287534,Cc1cccc(-c2nc(-c3ccccc3)nc(N)c2CN)c1,20000.0,4.7,Aktif Değil
CHEMBL34603,NCc1c(N)nc(-c2ccccc2)nc1-c1ccc(Cl)cc1,1400.0,5.85,Aktif Değil
CHEMBL36333,NCc1c(N)nc(-c2ccccc2)nc1-c1ccccc1Cl,2500.0,5.6,Aktif Değil
CHEMBL35451,NCc1c(N)nc(-c2ccccc2)nc1-c1cccc(F)c1,40000.0,4.4,Aktif Değil
CHEMBL146995,NC(CO)C(=O)N1CCCCC1,67000.0,4.17,Aktif Değil
CHEMBL38165,Cc1ccc(-c2nc(-c3ccccc3)nc(N)c2CN)cc1,1000.0,6.0,Aktif Değil
CHEMBL288171,NCc1c(N)nc(-c2ccccc2)nc1-c1ccccc1C(F)(F)F,14000.0,4.85,Aktif Değil
CHEMBL34842,NCc1c(N)nc(-c2ccc(F)cc2)nc1-c1ccc(Cl)cc1Cl,0.2,9.7,Aktif
CHEMBL319514,C[C@H](N)C(=O)N1CCC[C@H]1C#N,200.0,6.7,Ara Bileşik
CHEMBL37289,COc1ccc(-c2nc(N)c(CN)c(-c3ccc(Cl)cc3Cl)n2)cc1,100.0,7.0,Ara Bileşik
CHEMBL34062,COc1cc(OC)cc(-c2nc(N)c(CN)c(-c3ccc(Cl)cc3Cl)n2)c1,0.1,10.0,Aktif
CHEMBL37980,NCc1c(N)nc(-c2ccccc2)nc1-c1ccc2c(c1)OCO2,10000.0,5.0,Aktif Değil
CHEMBL277390,C[S+](C)Cc1ccc2cc1C(=O)NCC(=O)NCC(=O)NCCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)N2.O=C(O)C(F)(F)F.O=C([O-])C(F)(F)F,12.0,7.92,Aktif
CHEMBL37687,NCc1c(N)nc(-c2ccc(Cl)cc2)nc1-c1ccc(Cl)cc1Cl,53.0,7.28,Ara Bileşik
CHEMBL37960,NCc1c(N)nc(-c2ccc(F)c(F)c2)nc1-c1ccc(Cl)cc1Cl,3.0,8.52,Aktif
CHEMBL461912,N#C[C@@H]1CCCN1C(=O)[C@@H](N)CCCCN,320.0,6.5,Ara Bileşik
CHEMBL416787,NCc1c(N)nc(-c2ccccc2)nc1-c1cccc(Cl)c1,31000.0,4.51,Aktif Değil
CHEMBL67680,CCCCCCCC[S+](CCCCCCCC)Cc1ccc2cc1C(=O)NCC(=O)NCC(=O)NCCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)N2.O=C(O)C(F)(F)F.O=C([O-])C(F)(F)F,30.0,7.52,Aktif
CHEMBL36666,NCc1c(N)nc(-c2cccc(F)c2)nc1-c1ccc(Cl)cc1Cl,0.2,9.7,Aktif
CHEMBL287847,NCc1c(N)nc(-c2ccccc2)nc1-c1ccccc1F,14000.0,4.85,Aktif Değil
CHEMBL37655,NCc1c(N)nc(-c2cccc(Cl)c2)nc1-c1ccc(Cl)cc1Cl,240.0,6.62,Ara Bileşik
CHEMBL346877,CCC(C)C(N)C(=O)N1CCC1,50400.0,4.3,Aktif Değil
CHEMBL37748,COc1cccc(-c2nc(N)c(CN)c(-c3ccc(Cl)cc3Cl)n2)c1,340.0,6.47,Ara Bileşik
CHEMBL145813,N#CC1CCCCN1C(=O)C(N)CCCCN,51000.0,4.29,Aktif Değil
CHEMBL1160335,CC(=O)OCc1ccc2cc1C(=O)NCC(=O)NCC(=O)NCCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)N2.O=C(O)C(F)(F)F,1500.0,5.82,Aktif Değil
CHEMBL305759,N[C@H]1CCCCNC(=O)CNC(=O)CNC(=O)c2cc(ccc2COc2ccccc2)NC(=O)[C@@H]2CCCN2C1=O,10000.0,5.0,Aktif Değil
CHEMBL36282,COc1ccc(-c2nc(-c3ccccc3)nc(N)c2CN)cc1,47000.0,4.33,Aktif Değil
CHEMBL35000,NCc1c(N)nc(-c2ccccc2)nc1-c1ccc(C(F)(F)F)cc1,1100.0,5.96,Aktif Değil
CHEMBL37645,Cc1ccccc1-c1nc(N)c(CN)c(-c2ccc(Cl)cc2Cl)n1,1750.0,5.76,Aktif Değil
CHEMBL35116,Cc1cccc(-c2nc(N)c(CN)c(-c3ccc(Cl)cc3Cl)n2)c1,0.9,9.05,Aktif
CHEMBL302602,C[S+](C)Cc1ccc2cc1C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)N2.O=C(O)C(F)(F)F.O=C([O-])C(F)(F)F,3.0,8.52,Aktif
CHEMBL290620,COc1cccc(-c2nc(-c3ccccc3)nc(N)c2CN)c1,80000.0,4.1,Aktif Değil
CHEMBL34779,COc1ccccc1-c1nc(N)c(CN)c(-c2ccc(Cl)cc2Cl)n1,350.0,6.46,Ara Bileşik
CHEMBL34972,Cc1ccc(-c2nc(N)c(CN)c(-c3ccc(Cl)cc3Cl)n2)cc1,90.0,7.05,Ara Bileşik
CHEMBL147691,CCC(C)C(N)C(=O)N1CCC(O)C1,93000.0,4.03,Aktif Değil
CHEMBL36020,NCc1c(N)nc(-c2ccccc2)nc1-c1ccc(Cl)cc1Cl,10.0,8.0,Aktif
CHEMBL461506,NCCCC[C@H](N)C(=O)N1CCCCC1,247000.0,3.61,Aktif Değil
CHEMBL35016,Cc1ccccc1-c1nc(-c2ccccc2)nc(N)c1CN,1500.0,5.82,Aktif Değil
CHEMBL444537,CCC(C)C(N)C(=O)N1CC=CCC1,52000.0,4.28,Aktif Değil
CHEMBL145862,NC(N)=NCCCC(N)C(=O)N1CCCCC1,18100.0,4.74,Aktif Değil
CHEMBL148954,NCCCC(N)C(=O)N1CCSC1,81000.0,4.09,Aktif Değil
CHEMBL67679,CCCC[S+](CCCC)Cc1ccc2cc1C(=O)NCC(=O)NCC(=O)NCCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)N2.O=C(O)C(F)(F)F.O=C([O-])C(F)(F)F,20.0,7.7,Aktif
CHEMBL286301,NCc1c(N)nc(-c2ccccc2)nc1-c1ccc(F)cc1,18000.0,4.75,Aktif Değil
CHEMBL329909,N#C[C@@H]1CCCN1C(=O)CNCCNc1ncccn1,163.0,6.79,Ara Bileşik
CHEMBL96229,O=C(CNC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)N1CCC1,24200.0,4.62,Aktif Değil
CHEMBL3084822,CC(=O)O[C@]12C[C@H]3C[C@H](C[C@@](NCC(=O)N4CCC[C@H]4C#N)(C3)C1)C2,70.0,7.16,Ara Bileşik
CHEMBL316832,N#C[C@@H]1CCCN1C(=O)CNCC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,598.0,6.22,Aktif Değil
CHEMBL94597,N#C[C@@H]1CCCN1C(=O)CNCCNc1ccccc1,298.0,6.53,Ara Bileşik
CHEMBL330670,CCNCC(=O)N1CCC[C@H]1C#N,444.0,6.35,Ara Bileşik
CHEMBL94147,CCCCCCCNCC(=O)N1CCC[C@H]1C#N,291.0,6.54,Ara Bileşik
CHEMBL94908,CCC(C)(C)NCC(=O)N1CCC[C@H]1C#N,105.0,6.98,Ara Bileşik
CHEMBL327264,N#C[C@@H]1CCCN1C(=O)CNCCC(c1ccccc1)c1ccccc1,377.0,6.42,Ara Bileşik
CHEMBL94046,N#C[C@H]1CCCN1C(=O)CCNCCNc1ccc([N+](=O)[O-])cn1,18700.0,4.73,Aktif Değil
CHEMBL93847,N#C[C@@H]1CCCN1C(=O)CNC1CCCCCCCCCCC1,338.0,6.47,Ara Bileşik
CHEMBL96607,CC(N)(CO)C(O)NCC(=O)N1CCC[C@H]1C#N,372.0,6.43,Ara Bileşik
CHEMBL96942,N#C[C@@H]1CCCN1C(=O)CNCCc1ccccc1,305.0,6.52,Ara Bileşik
CHEMBL3084816,N#C[C@@H]1CCCN1C(=O)CN[C@H]1CC[C@H](Nc2ccc(C(F)(F)F)cn2)CC1,7.0,8.15,Aktif
CHEMBL328613,O=C(CNC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)N1CCc2ccccc2C1,26100.0,4.58,Aktif Değil
CHEMBL313423,CN[C@H](C(=O)N1CCC[C@H]1C#N)C(C)C,9610.0,5.02,Aktif Değil
CHEMBL3084814,C[C@@]12C[C@H]3C[C@](NCC(=O)N4CCC[C@H]4C#N)(C1)C[C@](C)(C3)C2,17.0,7.77,Aktif
CHEMBL96748,CC(C)NCC(=O)N1CCC[C@H]1C#N,192.0,6.72,Ara Bileşik
CHEMBL96160,CCCCCNCC(=O)N1CCC[C@H]1C#N,266.0,6.58,Ara Bileşik
CHEMBL96299,N#C[C@@H]1CCCN1C(=O)CNCCCCCO,346.0,6.46,Ara Bileşik
CHEMBL328994,N#C[C@@H]1CCCN1C(=O)CNC1Cc2ccccc2C1,133.0,6.88,Ara Bileşik
CHEMBL93354,N#C[C@@H]1CCCN1C(=O)CNCCNc1ccc(Cl)cn1,36.0,7.44,Aktif
CHEMBL96071,CC1(C)C2CC(CNCC(=O)N3CCC[C@H]3C#N)CC1C2,242.0,6.62,Ara Bileşik
CHEMBL328794,N#C[C@@H]1CCCN1C(=O)CNC1CCN(c2nc3ccccc3s2)CC1,228.0,6.64,Ara Bileşik
CHEMBL330373,N#C[C@@H]1CCCN1C(=O)CNC1CC2CCC1C2,15.0,7.82,Aktif
CHEMBL318511,O=C(CNC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)N1CCCCC1,52600.0,4.28,Aktif Değil
CHEMBL321509,N#C[C@@H]1CCCN1C(=O)CNCCOc1ccccc1,635.0,6.2,Aktif Değil
CHEMBL96666,CC(C)[C@H](N)C(=O)N1CCC[C@H]1C#N,2.0,8.7,Aktif
CHEMBL95088,N#C[C@@H]1CCCN1C(=O)CNC1(CO)CCCC1,26.0,7.58,Aktif
CHEMBL3084820,N#C[C@@H]1CCCN1C(=O)CN[C@H]1CC[C@H](Nc2nc3ccccc3s2)CC1,10.0,8.0,Aktif
CHEMBL329282,N#C[C@@H]1CCCN1C(=O)CNCCNc1ncccc1C(F)(F)F,989.0,6.0,Aktif Değil
CHEMBL319798,N#C[C@@H]1CCCN1C(=O)CNC1CCN(C(=O)C2CCCCC2)CC1,23.0,7.64,Aktif
CHEMBL96892,N#C[C@@H]1CCCN1C(=O)CNC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,13.0,7.89,Aktif
CHEMBL92028,N#C[C@@H]1CCCN1C(=O)CNC1(CO)CCCCC1,104.0,6.98,Ara Bileşik
CHEMBL96453,N#C[C@@H]1CCCN1C(=O)CNCc1ccccc1,988.0,6.0,Aktif Değil
CHEMBL3084819,N#C[C@@H]1CCCN1C(=O)CN[C@H]1CC[C@H](NC(=O)C2CCCCC2)CC1,18.0,7.75,Aktif
CHEMBL330623,N#C[C@@H]1CCCN1C(=O)[C@@H](NC1CCCCC1)C1CCCCC1,18600.0,4.73,Aktif Değil
CHEMBL96593,N#C[C@@H]1CCCN1C(=O)CNC1CCCCCCC1,53.0,7.28,Ara Bileşik
CHEMBL96491,CCCCCCNCC(=O)N1CCC[C@H]1C#N,282.0,6.55,Ara Bileşik
CHEMBL3084821,N#C[C@@H]1CCCN1C(=O)CN[C@H]1CC[C@H](Oc2ccc(Cl)cc2)CC1,14.0,7.85,Aktif
CHEMBL92710,CCC(CO)NCC(=O)N1CCC[C@H]1C#N,256.0,6.59,Ara Bileşik
CHEMBL3084817,N#C[C@@H]1CCCN1C(=O)CN[C@@]12C[C@@H]3C[C@H](C1)C[C@@](OC(=O)NC1CCCCC1)(C3)C2,64.0,7.19,Ara Bileşik
CHEMBL94312,N#C[C@@H]1CCCN1C(=O)CNC1CCC1,80.0,7.1,Ara Bileşik
CHEMBL319080,N#C[C@@H]1CCCN1C(=O)CNC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,3.0,8.52,Aktif
CHEMBL3084824,COc1ccc(NC(=O)O[C@]23C[C@H]4C[C@H](C[C@@](NCC(=O)N5CCC[C@H]5C#N)(C4)C2)C3)cc1,149.0,6.83,Ara Bileşik
CHEMBL3084818,CC(C)N(C(=O)O[C@]12C[C@H]3C[C@H](C[C@@](NCC(=O)N4CCC[C@H]4C#N)(C3)C1)C2)C(C)C,183.0,6.74,Ara Bileşik
CHEMBL330426,N#C[C@@H]1CCCN1C(=O)CNC1CCN(c2ccc(C(F)(F)F)cn2)CC1,296.0,6.53,Ara Bileşik
CHEMBL96890,N#C[C@@H]1CCCN1C(=O)CNCCCc1ccccc1,491.0,6.31,Ara Bileşik
CHEMBL323130,N#C[C@@H]1CCCN1C(=O)CNC1CCCCCC1,63.0,7.2,Ara Bileşik
CHEMBL3084811,N#C[C@@H]1CCCN1C(=O)CN[C@]12C[C@@H]3C[C@@H](C[C@@](O)(C3)C1)C2,3.5,8.46,Aktif
CHEMBL93034,O=C(CNC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)N1CCCC1,7000.0,5.16,Aktif Değil
CHEMBL330326,CCC(CC)NCC(=O)N1CCC[C@H]1C#N,398.0,6.4,Ara Bileşik
CHEMBL96908,CC(C)(Cc1ccccc1)NCC(=O)N1CCC[C@H]1C#N,24.0,7.62,Aktif
CHEMBL327166,CC(C)(CNc1ccc(C#N)cn1)NCC(=O)N1CCC[C@H]1C#N,29.0,7.54,Aktif
CHEMBL96459,CC1C(NCC(=O)N2CCC[C@H]2C#N)CC2CC1C2(C)C,16.0,7.8,Aktif
CHEMBL330717,N#C[C@@H]1CCCN1C(=O)CNCCNc1ccc(C(F)(F)F)cn1,83.0,7.08,Ara Bileşik
CHEMBL431425,N#C[C@@H]1CCCN1C(=O)CNC1CCCCC1,64.0,7.19,Ara Bileşik
CHEMBL96080,N#C[C@@H]1CCCN1C(=O)CNC1CC1,612.0,6.21,Aktif Değil
CHEMBL317787,CCCCNCC(=O)N1CCC[C@H]1C#N,261.0,6.58,Ara Bileşik
CHEMBL94647,CC(C)(C)CCNCC(=O)N1CCC[C@H]1C#N,466.0,6.33,Ara Bileşik
CHEMBL323129,CC(C)(N)C(O)NCC(=O)N1CCC[C@H]1C#N,218.0,6.66,Ara Bileşik
CHEMBL322903,N#Cc1ccc(NCCNCC(=O)N2CCC[C@@H]2C#N)nc1,1170.0,5.93,Aktif Değil
CHEMBL3084823,N#C[C@@H]1CCCN1C(=O)CN[C@@]12C[C@@H]3C[C@H](C1)C[C@@](OC(=O)Nc1ccccc1)(C3)C2,62.0,7.21,Ara Bileşik
CHEMBL3084815,N#Cc1ccc(N[C@H]2CC[C@H](NCC(=O)N3CCC[C@H]3C#N)CC2)nc1,5.0,8.3,Aktif
CHEMBL3084825,CC(C)(C)NC(=O)O[C@]12C[C@H]3C[C@H](C[C@@](NCC(=O)N4CCC[C@H]4C#N)(C3)C1)C2,22.0,7.66,Aktif
CHEMBL92711,N#C[C@@H]1CCCN1C(=O)CNCCNc1ccccn1,33.0,7.48,Aktif
CHEMBL96183,O=C(CNCCNc1ccc([N+](=O)[O-])cn1)N1CCSC1,3000.0,5.52,Aktif Değil
CHEMBL95089,N#C[C@@H]1CCCN1C(=O)CNC1CCCC1,54.0,7.27,Ara Bileşik
CHEMBL94630,CC(C)(C)CC(C)(C)NCC(=O)N1CCC[C@H]1C#N,123.0,6.91,Ara Bileşik
CHEMBL318775,N#Cc1ccc(NCCCNCC(=O)N2CCC[C@H]2C#N)nc1,102.0,6.99,Ara Bileşik
CHEMBL321724,N#Cc1ccc(NCCN2CC(=O)N3CCC[C@H]3C2=N)nc1,1540.0,5.81,Aktif Değil
CHEMBL96577,N#C[C@@H]1CCCN1C(=O)CNCc1cccc2ccccc12,436.0,6.36,Ara Bileşik
CHEMBL96814,O=C(CNCCNc1ccc([N+](=O)[O-])cn1)N1CCCC1,7400.0,5.13,Aktif Değil
CHEMBL320143,CCCNCC(=O)N1CCC[C@H]1C#N,475.0,6.32,Ara Bileşik
CHEMBL96937,CC(C)(C)NCC(=O)N1CCC[C@H]1C#N,35.0,7.46,Aktif
CHEMBL3084812,CC[C@]12C[C@@H]3C[C@H](C1)C[C@](NCC(=O)N1CCC[C@H]1C#N)(C3)C2,7.0,8.15,Aktif
CHEMBL99506,N[C@@H](CCNCc1ccc(Cl)cc1)C(=O)N1CCC(F)CC1,70000.0,4.16,Aktif Değil
CHEMBL319350,N#CC1CCCCN1C(=O)[C@@H](N)CCNCc1ccc(Cl)cc1,13000.0,4.89,Aktif Değil
CHEMBL328197,N[C@@H](CCNC1CCNCC1)C(=O)N1CCCCC1,64000.0,4.19,Aktif Değil
CHEMBL316487,N[C@@H](CCNc1ncccc1[N+](=O)[O-])C(=O)N1CCCCC1,56000.0,4.25,Aktif Değil
CHEMBL98869,N[C@@H](CCNCc1ccc(Cl)cc1)C(=O)N1CCCCC1,165000.0,3.78,Aktif Değil
CHEMBL329314,N#CC1CCCCN1C(=O)[C@@H](N)CCNCc1ccccc1,68000.0,4.17,Aktif Değil
CHEMBL37260,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,5700.0,5.24,Aktif Değil
CHEMBL290598,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1Cc2ccccc2C[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)O,7000.0,5.16,Aktif Değil
CHEMBL432081,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1Cc2ccccc2C[C@H]1C(=O)N[C@@H](CO)C(=O)O,7900.0,5.1,Aktif Değil
CHEMBL177980,N#CC1CCC/C1=C(/F)CNC12CC3CC(CC(C3)C1)C2,12000.0,4.92,Aktif Değil
CHEMBL180514,N#CC1CCC/C1=C(\F)CNC12CC3CC(CC(C3)C1)C2,15000.0,4.82,Aktif Değil
CHEMBL175034,N#C[C@@H]1CCCC1C(=O)CNCCc1ccccc1,2130.0,5.67,Aktif Değil
CHEMBL179771,N#C[C@@H]1CCCC1C(=O)CNC12CC3CC(CC(C3)C1)C2,350.0,6.46,Ara Bileşik
CHEMBL179687,N#C[C@@H]1CCCC1C(=O)CNCc1ccc(F)cc1,3700.0,5.43,Aktif Değil
CHEMBL537625,Cl.N[C@@H](CC(=O)N1CCn2cnnc2C1)Cc1ccc(F)c(F)c1,455.0,6.34,Ara Bileşik
CHEMBL537844,CCc1nnc2n1CCN(C(=O)C[C@H](N)Cc1ccc(F)c(F)c1)C2.Cl,231.0,6.64,Ara Bileşik
CHEMBL558196,Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1ccc(F)c(F)c1,128.0,6.89,Ara Bileşik
CHEMBL537400,Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)ccc1F,27.0,7.57,Aktif
CHEMBL539077,Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,18.0,7.75,Aktif
CHEMBL557187,Cl.N[C@@H](CC(=O)N1CCn2cnnc2C1)Cc1cc(F)c(F)cc1F,68.0,7.17,Ara Bileşik
CHEMBL558585,Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,71.0,7.15,Ara Bileşik
CHEMBL559011,Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)C(F)(F)F)C1)Cc1cc(F)ccc1F,103.0,6.99,Ara Bileşik
CHEMBL175872,N[C@@H](CC(=O)N1CCNC[C@H]1Cc1ccccc1)Cc1ccccc1F,139.0,6.86,Ara Bileşik
CHEMBL366549,N[C@@H](CC(=O)N1CCNCC1)Cc1ccc(F)c(F)c1,3100.0,5.51,Aktif Değil
CHEMBL440021,N[C@H](C(=O)N1Cc2ccccc2C1)C1CCCCC1,15000.0,4.82,Aktif Değil
CHEMBL179289,N#C[C@@H]1CCCN1C(=O)[C@@H](N)CC(=O)N1CCc2ccccc2C1,63.0,7.2,Ara Bileşik
CHEMBL362018,N#C[C@@H]1CCCN1C(=O)[C@@H](N)CC(=O)N1CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,274.0,6.56,Ara Bileşik
CHEMBL180000,N#C[C@@H]1Cc2ccccc2CN1C(=O)[C@@H](N)Cc1c[nH]c2ccccc12,13000.0,4.89,Aktif Değil
CHEMBL361863,N[C@H](C(=O)N1CCCCC1)C1CCCCC1,31000.0,4.51,Aktif Değil
CHEMBL184262,N[C@@H](CC(=O)N1CCSC1)Cc1ccccc1,3000.0,5.52,Aktif Değil
CHEMBL362364,N[C@H](CCc1ccccc1)CC(=O)N1CCSC1,16480.0,4.78,Aktif Değil
CHEMBL185020,N[C@@H](CC(=O)N1CCSC1)Cc1ccccn1,39640.0,4.4,Aktif Değil
CHEMBL185332,N[C@@H](CC(=O)N1CCSC1)Cc1cccnc1,44860.0,4.35,Aktif Değil
CHEMBL183947,N[C@@H](CC(=O)N1CCSC1)Cc1ccncc1,51000.0,4.29,Aktif Değil
CHEMBL183517,N[C@@H](CC(=O)N1CCSC1)Cc1ccsc1,5700.0,5.24,Aktif Değil
CHEMBL181239,N[C@@H](CC(=O)N1CCSC1)Cc1ccoc1,46910.0,4.33,Aktif Değil
CHEMBL182168,N[C@@H](CC(=O)N1CCSC1)CC1CCCC1,27470.0,4.56,Aktif Değil
CHEMBL362140,N[C@@H](CC(=O)N1CCSC1)CC1CCCCC1,33000.0,4.48,Aktif Değil
CHEMBL184572,CCC(C)[C@@H](N)C(=O)N1N=CCC1C#N,80.0,7.1,Ara Bileşik
CHEMBL184651,N#Cc1ccc(NCCNCC(=O)N2N=CCC2C#N)nc1,410.0,6.39,Ara Bileşik
CHEMBL185222,N#Cc1ccc(NCCNCC(=O)N2N=CC[C@@H]2C#N)nc1,2620.0,5.58,Aktif Değil
CHEMBL363542,N#Cc1ccc(NCCNCC(=O)N2N=CC[C@H]2C#N)nc1,200.0,6.7,Ara Bileşik
CHEMBL186611,N[C@@H](CC(=O)N1CCCC[C@H]1Cc1ccccc1)Cc1ccccc1F,1040.0,5.98,Aktif Değil
CHEMBL184624,N[C@@H](CC(=O)N1CCNCC1)Cc1ccccc1F,3700.0,5.43,Aktif Değil
CHEMBL264551,C[C@@H]1CNCCN1C(=O)C[C@H](N)Cc1ccccc1F,1600.0,5.8,Aktif Değil
CHEMBL360488,CC(C)[C@@H]1CNCCN1C(=O)C[C@H](N)Cc1ccccc1F,922.0,6.04,Aktif Değil
CHEMBL182861,N[C@@H](CC(=O)N1CCNC[C@H]1c1ccc(F)cc1)Cc1ccccc1F,610.0,6.21,Aktif Değil
CHEMBL185482,N[C@@H](CC(=O)N1CCNC[C@H]1Cc1cscn1)Cc1ccccc1F,143.0,6.84,Ara Bileşik
CHEMBL184808,N[C@@H](CC(=O)N1CCNC[C@H]1Cc1cccnc1)Cc1ccccc1F,155.0,6.81,Ara Bileşik
CHEMBL184902,N[C@@H](CC(=O)N1CCNC[C@H]1Cc1ccc(F)cc1)Cc1ccccc1F,166.0,6.78,Ara Bileşik
CHEMBL369738,N[C@@H](CC(=O)N1CCNC[C@H]1Cc1ccccc1)Cc1cc(F)ccc1F,51.0,7.29,Ara Bileşik
CHEMBL184636,N[C@@H](CC(=O)N1CCNC[C@H]1Cc1ccccc1)Cc1cc(F)c(F)cc1F,19.0,7.72,Aktif
CHEMBL186877,COc1cc(OC)cc(-c2nc(-c3ccc(Cl)cc3Cl)c(CN(C)C)c(N(C)C)n2)c1,0.1,10.0,Aktif
CHEMBL184738,N[C@@H](CC(=O)N1CCC[C@H]1C(=O)NCc1cc(Cl)ccc1OCC(=O)NC1CC1)Cc1ccccc1,1900.0,5.72,Aktif Değil
CHEMBL187118,N[C@@H](CC(=O)N1CCSC1)Cc1ccccc1F,931.0,6.03,Aktif Değil
CHEMBL185351,Cc1ccccc1C[C@@H](N)CC(=O)N1CCSC1,981.0,6.01,Aktif Değil
CHEMBL185121,N#Cc1ccccc1C[C@@H](N)CC(=O)N1CCSC1,2519.0,5.6,Aktif Değil
CHEMBL185601,N[C@@H](CC(=O)N1CCSC1)Cc1ccccc1C(F)(F)F,2263.0,5.64,Aktif Değil
CHEMBL182544,N[C@@H](CC(=O)N1CCSC1)Cc1cccc(F)c1,2026.0,5.69,Aktif Değil
CHEMBL405786,N#Cc1cccc(C[C@@H](N)CC(=O)N2CCSC2)c1,8951.0,5.05,Aktif Değil
CHEMBL185538,N[C@@H](CC(=O)N1CCSC1)Cc1cccc(C(F)(F)F)c1,3611.0,5.44,Aktif Değil
CHEMBL363879,N[C@@H](CC(=O)N1CCSC1)Cc1ccc(F)cc1,3279.0,5.48,Aktif Değil
CHEMBL184442,N[C@@H](CC(=O)N1CCSC1)Cc1ccc(Cl)cc1,3028.0,5.52,Aktif Değil
CHEMBL366278,N[C@@H](CC(=O)N1CCSC1)Cc1ccc(I)cc1,10700.0,4.97,Aktif Değil
CHEMBL184259,N[C@@H](CC(=O)N1CCSC1)Cc1ccc(C(F)(F)F)cc1,7688.0,5.11,Aktif Değil
CHEMBL365066,N#Cc1ccc(C[C@@H](N)CC(=O)N2CCSC2)cc1,14860.0,4.83,Aktif Değil
CHEMBL184937,N[C@@H](CC(=O)N1CCSC1)Cc1ccc([N+](=O)[O-])cc1,1552.0,5.81,Aktif Değil
CHEMBL184986,N[C@@H](CC(=O)N1CCSC1)Cc1ccc(F)c(F)c1,1700.0,5.77,Aktif Değil
CHEMBL184961,N[C@@H](CC(=O)N1CCSC1)Cc1cccc(F)c1F,9400.0,5.03,Aktif Değil
CHEMBL184912,N[C@@H](CC(=O)N1CCSC1)Cc1ccc(F)cc1F,589.0,6.23,Aktif Değil
CHEMBL433572,N[C@@H](CC(=O)N1CCSC1)Cc1cc(F)ccc1F,270.0,6.57,Ara Bileşik
CHEMBL360396,N[C@@H](CC(=O)N1CCSC1)Cc1c(F)cccc1F,8476.0,5.07,Aktif Değil
CHEMBL184928,N[C@@H](CC(=O)N1CCSC1)Cc1ccc(Cl)c(Cl)c1,2026.0,5.69,Aktif Değil
CHEMBL363319,N[C@@H](CC(=O)N1CCSC1)Cc1cc(F)c(F)cc1F,119.0,6.92,Ara Bileşik
CHEMBL186032,CS(=O)(=O)Nc1cccc(NC(=O)CN2CCN(C[C@@H](N)Cc3ccccc3)C(Cc3ccccc3)C2)c1,11000.0,4.96,Aktif Değil
CHEMBL184040,CS(=O)(=O)Nc1cccc(NC(=O)CN2CCN(C(=O)C[C@H](N)Cc3ccccc3)C(Cc3ccccc3)C2)c1,134.0,6.87,Ara Bileşik
CHEMBL263946,CS(=O)(=O)Nc1cccc(NC(=O)CN2CCN(C(=O)C[C@H](N)Cc3ccc(F)c(F)c3)C(Cc3ccccc3)C2)c1,44.0,7.36,Aktif
CHEMBL187293,CS(=O)(=O)Nc1cccc(NC(=O)CN2CCN(C(=O)C[C@H](N)Cc3ccccc3F)C(Cc3ccccc3)C2)c1,34.0,7.47,Aktif
